	Chr	Pos	-log10(pValue)
rs1141	1	1141	0.6
rs1142	1	1142	0.024
rs1143	1	1143	0.359
rs1144	1	1144	0.154
rs1145	1	1145	0.754
rs1146	1	1146	0.616
rs1147	1	1147	1.625
rs1148	1	1148	0.483
rs1149	1	1149	0.383
rs1150	1	1150	0.963
rs1151	1	1151	0.069
rs1152	1	1152	2.042
rs1153	1	1153	0.013
rs1154	1	1154	0.094
rs1155	1	1155	0.3
rs1156	1	1156	0.029
rs1157	1	1157	0.329
rs1158	1	1158	0.291
rs1159	1	1159	0.079
rs1160	1	1160	0.794
rs1161	1	1161	0.282
rs1162	1	1162	0.362
rs1163	1	1163	0.479
rs1164	1	1164	0.348
rs1165	1	1165	1.385
rs1166	1	1166	0.613
rs1167	1	1167	0.986
rs1168	1	1168	0.439
rs1169	1	1169	0.181
rs1170	1	1170	0.371
rs1171	1	1171	1.141
rs1172	1	1172	0.162
rs1173	1	1173	0.069
rs1174	1	1174	0.061
rs1175	1	1175	1.05
rs1176	1	1176	1.884
rs1177	1	1177	0.373
rs1178	1	1178	0.011
rs1179	1	1179	0.301
rs1180	1	1180	0.002
rs1181	1	1181	0.305
rs1182	1	1182	0.909
rs1183	1	1183	0.251
rs1184	1	1184	0.621
rs1185	1	1185	0.139
rs1186	1	1186	0.104
rs1187	1	1187	0.346
rs1188	1	1188	0.328
rs1189	1	1189	0.395
rs1190	1	1190	0.044
rs1191	1	1191	0.248
rs1192	1	1192	0.16
rs1193	1	1193	0.478
rs1194	1	1194	1.022
rs1195	1	1195	0.027
rs1196	1	1196	0.173
rs1197	1	1197	1.824
rs1198	1	1198	0.946
rs1199	1	1199	0.071
rs1200	1	1200	0.349
rs1201	1	1201	0.395
rs1202	1	1202	0.364
rs1203	1	1203	0.178
rs1204	1	1204	0.739
rs1205	1	1205	0.076
rs1206	1	1206	0.037
rs1207	1	1207	0.097
rs1208	1	1208	0.298
rs1209	1	1209	0.594
rs1210	1	1210	0.175
rs1211	1	1211	0.026
rs1212	1	1212	0.008
rs1213	1	1213	1.281
rs1214	1	1214	0.417
rs1215	1	1215	0.093
rs1216	1	1216	0.261
rs1217	1	1217	0.516
rs1218	1	1218	0.395
rs1219	1	1219	1.559
rs1220	1	1220	0.071
rs1221	1	1221	1.508
rs1222	1	1222	0.185
rs1223	1	1223	0.224
rs1224	1	1224	0.504
rs1225	1	1225	0.005
rs1226	1	1226	0.081
rs1227	1	1227	0.216
rs1228	1	1228	0.859
rs1229	1	1229	0.06
rs1230	1	1230	0.238
rs1231	1	1231	0.097
rs1232	1	1232	1.549
rs1233	1	1233	0.591
rs1234	1	1234	0.121
rs1235	1	1235	0.08
rs1236	1	1236	0.28
rs1237	1	1237	0.195
rs1238	1	1238	0.311
rs1239	1	1239	0.235
rs1240	1	1240	0.998
rs1241	1	1241	0.074
rs1242	1	1242	0.395
rs1243	1	1243	0.112
rs1244	1	1244	0.021
rs1245	1	1245	0.575
rs1246	1	1246	0.081
rs1247	1	1247	0.184
rs1248	1	1248	0.097
rs1249	1	1249	0.73
rs1250	1	1250	0.122
rs1251	1	1251	0.133
rs1252	1	1252	0.123
rs1253	1	1253	0.478
rs1254	1	1254	1.239
rs1255	1	1255	0.171
rs1256	1	1256	1.381
rs1257	1	1257	0.191
rs1258	1	1258	0.523
rs1259	1	1259	0.405
rs1260	1	1260	0.034
rs1261	1	1261	0.167
rs1262	1	1262	0.144
rs1263	1	1263	0.144
rs1264	1	1264	0.641
rs1265	1	1265	0.388
rs1266	1	1266	0.243
rs1267	1	1267	0.055
rs1268	1	1268	0.225
rs1269	1	1269	0.037
rs1270	1	1270	0.454
rs1271	1	1271	0.595
rs1272	1	1272	0.146
rs1273	1	1273	0.66
rs1274	1	1274	0.353
rs1275	1	1275	0.157
rs1276	1	1276	0.171
rs1277	1	1277	0.743
rs1278	1	1278	0.135
rs1279	1	1279	0.486
rs1280	1	1280	0.452
rs1281	1	1281	0.102
rs1282	1	1282	0.438
rs1283	1	1283	0.547
rs1284	1	1284	0.583
rs1285	1	1285	1.569
rs1286	1	1286	0.182
rs1287	1	1287	0.126
rs1288	1	1288	0.199
rs1289	1	1289	1.263
rs1290	1	1290	0.277
rs1291	1	1291	1.056
rs1292	1	1292	0.568
rs1293	1	1293	2.895
rs1294	1	1294	0.15
rs1295	1	1295	0.098
rs1296	1	1296	0.871
rs1297	1	1297	0.222
rs1298	1	1298	0.444
rs1299	1	1299	0.168
rs1300	1	1300	0.436
rs1301	1	1301	0.096
rs1302	1	1302	0.005
rs1303	1	1303	0.315
rs1304	1	1304	1.104
rs1305	1	1305	0.871
rs1306	1	1306	0.048
rs1307	1	1307	0.146
rs1308	1	1308	0.058
rs1309	1	1309	0.043
rs1310	1	1310	0.321
rs1311	1	1311	1.175
rs1312	1	1312	0.142
rs1313	1	1313	0.565
rs1314	1	1314	0.486
rs1315	1	1315	0.414
rs1316	1	1316	0.48
rs1317	1	1317	1.006
rs1318	1	1318	0.235
rs1319	1	1319	0.121
rs1320	1	1320	0.286
rs1321	1	1321	0.561
rs1322	1	1322	0.352
rs1323	1	1323	0.047
rs1324	1	1324	0.035
rs1325	1	1325	0.282
rs1326	1	1326	0.115
rs1327	1	1327	0.115
rs1328	1	1328	0.076
rs1329	1	1329	0.026
rs1330	1	1330	0.373
rs1331	1	1331	0.218
rs1332	1	1332	0.657
rs1333	1	1333	0.065
rs1334	1	1334	0.032
rs1335	1	1335	0.234
rs1336	1	1336	0.181
rs1337	1	1337	1.185
rs1338	1	1338	0.611
rs1339	1	1339	0.293
rs1340	1	1340	0.288
rs1341	1	1341	0.117
rs1342	1	1342	0.572
rs1343	1	1343	0.162
rs1344	1	1344	0.253
rs1345	1	1345	0.365
rs1346	1	1346	0.065
rs1347	1	1347	0.952
rs1348	1	1348	0.499
rs1349	1	1349	0.13
rs1350	1	1350	0.262
rs1351	1	1351	0.745
rs1352	1	1352	0.166
rs1353	1	1353	0.977
rs1354	1	1354	0.539
rs1355	1	1355	0.14
rs1356	1	1356	1.343
rs1357	1	1357	0.963
rs1358	1	1358	0.379
rs1359	1	1359	0.224
rs1360	1	1360	0.705
rs1361	1	1361	0.3
rs1362	1	1362	0.083
rs1363	1	1363	1.035
rs1364	1	1364	0.327
rs1365	1	1365	0.055
rs1366	1	1366	0.36
rs1367	1	1367	0.558
rs1368	1	1368	1.243
rs1369	1	1369	0.053
rs1370	1	1370	0.83
rs1371	1	1371	0.498
rs1372	1	1372	0.167
rs1373	1	1373	0.548
rs1374	1	1374	0.371
rs1375	1	1375	0.311
rs1376	1	1376	0.617
rs1377	1	1377	0.443
rs1378	1	1378	1.16
rs1379	1	1379	0.442
rs1380	1	1380	0.007
rs1381	1	1381	0.721
rs1382	1	1382	0.059
rs1383	1	1383	0.948
rs1384	1	1384	0.711
rs1385	1	1385	0.136
rs1386	1	1386	0.568
rs1387	1	1387	0.677
rs1388	1	1388	0.234
rs1389	1	1389	1.073
rs1390	1	1390	0.326
rs1391	1	1391	0.514
rs1392	1	1392	0.05
rs1393	1	1393	0.674
rs1394	1	1394	0.283
rs1395	1	1395	1.848
rs1396	1	1396	0.278
rs1397	1	1397	0.413
rs1398	1	1398	2.814
rs1399	1	1399	0.246
rs1400	1	1400	0.348
rs1401	1	1401	0.21
rs1402	1	1402	1.299
rs1403	1	1403	0.185
rs1404	1	1404	0.49
rs1405	1	1405	0.8
rs1406	1	1406	0.673
rs1407	1	1407	0.429
rs1408	1	1408	0.171
rs1409	1	1409	0.805
rs1410	1	1410	0.393
rs1411	1	1411	0.58
rs1412	1	1412	0.456
rs1413	1	1413	0.946
rs1414	1	1414	0.532
rs1415	1	1415	0.879
rs1416	1	1416	0.338
rs1417	1	1417	0.133
rs1418	1	1418	1.268
rs1419	1	1419	0.406
rs1420	1	1420	0.074
rs1421	1	1421	0.4
rs1422	1	1422	0.34
rs1423	1	1423	0.018
rs1424	1	1424	0.11
rs1425	1	1425	0.321
rs1426	1	1426	0.006
rs1427	1	1427	0.529
rs1428	1	1428	0.741
rs1429	1	1429	0.112
rs1430	1	1430	0.06
rs1431	1	1431	0.504
rs1432	1	1432	0.038
rs1433	1	1433	0.038
rs1434	1	1434	0.092
rs1435	1	1435	0.452
rs1436	1	1436	0.17
rs1437	1	1437	0.57
rs1438	1	1438	0.018
rs1439	1	1439	0.915
rs1440	1	1440	0.49
rs1441	1	1441	0.201
rs1442	1	1442	0.616
rs1443	1	1443	0.032
rs1444	1	1444	0.227
rs1445	1	1445	0.442
rs1446	1	1446	0.215
rs1447	1	1447	0.219
rs1448	1	1448	0.055
rs1449	1	1449	0.2
rs1450	1	1450	0.062
rs1451	1	1451	0.035
rs1452	1	1452	0.245
rs1453	1	1453	0.126
rs1454	1	1454	0.406
rs1455	1	1455	0.849
rs1456	1	1456	0.024
rs1457	1	1457	0.614
rs1458	1	1458	1.652
rs1459	1	1459	0.642
rs1460	1	1460	0.626
rs1461	1	1461	0.254
rs1462	1	1462	0.178
rs1463	1	1463	0.302
rs1464	1	1464	0.937
rs1465	1	1465	0.191
rs1466	1	1466	0.202
rs1467	1	1467	0.592
rs1468	1	1468	0.627
rs1469	1	1469	0.451
rs1470	1	1470	0.512
rs1471	1	1471	0.113
rs1472	1	1472	0.641
rs1473	1	1473	0.336
rs1474	1	1474	0.076
rs1475	1	1475	0.59
rs1476	1	1476	0.336
rs1477	1	1477	0.078
rs1478	1	1478	0.481
rs1479	1	1479	0.296
rs1480	1	1480	0.112
rs1481	1	1481	0.745
rs1482	1	1482	0.003
rs1483	1	1483	0.019
rs1484	1	1484	0.286
rs1485	1	1485	0.915
rs1486	1	1486	0.249
rs1487	1	1487	1.426
rs1488	1	1488	0.02
rs1489	1	1489	1.916
rs1490	1	1490	0.239
rs1491	1	1491	0.129
rs1492	1	1492	0.724
rs1493	1	1493	0.527
rs1494	1	1494	0.349
rs1495	1	1495	0.407
rs1496	1	1496	0.182
rs1497	1	1497	0.211
rs1498	1	1498	0.137
rs1499	1	1499	0.494
rs1500	1	1500	0.841
rs1501	2	1	1.268
rs1502	2	2	0.019
rs1503	2	3	1.591
rs1504	2	4	0.035
rs1505	2	5	0.435
rs1506	2	6	0.155
rs1507	2	7	0.244
rs1508	2	8	0.546
rs1509	2	9	1.944
rs1510	2	10	0.375
rs1511	2	11	0.211
rs1512	2	12	2.322
rs1513	2	13	0.178
rs1514	2	14	0.936
rs1515	2	15	0.044
rs1516	2	16	0.995
rs1517	2	17	0.247
rs1518	2	18	0.599
rs1519	2	19	0.235
rs1520	2	20	0.021
rs1521	2	21	0.138
rs1522	2	22	0.393
rs1523	2	23	0.307
rs1524	2	24	0.172
rs1525	2	25	0.329
rs1526	2	26	0.529
rs1527	2	27	0.262
rs1528	2	28	0.133
rs1529	2	29	0.112
rs1530	2	30	0.089
rs1531	2	31	0.477
rs1532	2	32	0.05
rs1533	2	33	0.51
rs1534	2	34	0.155
rs1535	2	35	0.713
rs1536	2	36	0.01
rs1537	2	37	0.771
rs1538	2	38	0.768
rs1539	2	39	0.201
rs1540	2	40	0.134
rs1541	2	41	0.027
rs1542	2	42	0.114
rs1543	2	43	0.779
rs1544	2	44	0.552
rs1545	2	45	0.371
rs1546	2	46	0.077
rs1547	2	47	0.819
rs1548	2	48	0.176
rs1549	2	49	0.087
rs1550	2	50	0.171
rs1551	2	51	0.425
rs1552	2	52	0.053
rs1553	2	53	0.243
rs1554	2	54	0.327
rs1555	2	55	0.196
rs1556	2	56	0.13
rs1557	2	57	0.836
rs1558	2	58	0.391
rs1559	2	59	0.338
rs1560	2	60	0.253
rs1561	2	61	0.387
rs1562	2	62	0
rs1563	2	63	0.124
rs1564	2	64	0.724
rs1565	2	65	0.963
rs1566	2	66	0.128
rs1567	2	67	0.939
rs1568	2	68	0
rs1569	2	69	0.108
rs1570	2	70	0.389
rs1571	2	71	0.555
rs1572	2	72	0.019
rs1573	2	73	0.594
rs1574	2	74	0.92
rs1575	2	75	0.263
rs1576	2	76	0.171
rs1577	2	77	0.426
rs1578	2	78	0.832
rs1579	2	79	0.013
rs1580	2	80	1.159
rs1581	2	81	0.22
rs1582	2	82	0.71
rs1583	2	83	0.248
rs1584	2	84	0.83
rs1585	2	85	0.084
rs1586	2	86	0.482
rs1587	2	87	0.322
rs1588	2	88	0.721
rs1589	2	89	0.284
rs1590	2	90	0.305
rs1591	2	91	0.848
rs1592	2	92	0.123
rs1593	2	93	1.961
rs1594	2	94	0.749
rs1595	2	95	0.944
rs1596	2	96	0.27
rs1597	2	97	0.263
rs1598	2	98	1.679
rs1599	2	99	0.821
rs1600	2	100	0.254
rs1601	2	101	0.122
rs1602	2	102	0.179
rs1603	2	103	0.115
rs1604	2	104	0.845
rs1605	2	105	0.232
rs1606	2	106	0.15
rs1607	2	107	0.376
rs1608	2	108	0.003
rs1609	2	109	1.065
rs1610	2	110	0.26
rs1611	2	111	0.421
rs1612	2	112	0.411
rs1613	2	113	0.487
rs1614	2	114	0.001
rs1615	2	115	0.127
rs1616	2	116	0.108
rs1617	2	117	0.043
rs1618	2	118	0.176
rs1619	2	119	0.16
rs1620	2	120	0.024
rs1621	2	121	0.887
rs1622	2	122	0.022
rs1623	2	123	0.021
rs1624	2	124	1.056
rs1625	2	125	0.073
rs1626	2	126	0.12
rs1627	2	127	0.23
rs1628	2	128	0.515
rs1629	2	129	1.864
rs1630	2	130	0.49
rs1631	2	131	0.769
rs1632	2	132	0.66
rs1633	2	133	0.325
rs1634	2	134	2.095
rs1635	2	135	0.109
rs1636	2	136	0.101
rs1637	2	137	0.924
rs1638	2	138	0.713
rs1639	2	139	0
rs1640	2	140	0.044
rs1641	2	141	2.273
rs1642	2	142	0.14
rs1643	2	143	0.39
rs1644	2	144	1.639
rs1645	2	145	0.4
rs1646	2	146	0.75
rs1647	2	147	0.595
rs1648	2	148	0.039
rs1649	2	149	0.426
rs1650	2	150	0.523
rs1651	2	151	0.112
rs1652	2	152	1.844
rs1653	2	153	0.719
rs1654	2	154	0
rs1655	2	155	1.729
rs1656	2	156	0.143
rs1657	2	157	0.269
rs1658	2	158	0.407
rs1659	2	159	0.301
rs1660	2	160	0.004
rs1661	2	161	0.305
rs1662	2	162	0.01
rs1663	2	163	0.126
rs1664	2	164	0.164
rs1665	2	165	0.305
rs1666	2	166	1.263
rs1667	2	167	0.107
rs1668	2	168	0.46
rs1669	2	169	1.654
rs1670	2	170	0.205
rs1671	2	171	0.887
rs1672	2	172	0.745
rs1673	2	173	0.196
rs1674	2	174	0.772
rs1675	2	175	0.441
rs1676	2	176	0.655
rs1677	2	177	0.082
rs1678	2	178	2.438
rs1679	2	179	0.802
rs1680	2	180	0.028
rs1681	2	181	0.116
rs1682	2	182	0.085
rs1683	2	183	0.598
rs1684	2	184	0.929
rs1685	2	185	0.876
rs1686	2	186	0.377
rs1687	2	187	0.436
rs1688	2	188	0.839
rs1689	2	189	0.284
rs1690	2	190	0.127
rs1691	2	191	0.959
rs1692	2	192	0.432
rs1693	2	193	0.652
rs1694	2	194	0.047
rs1695	2	195	0.973
rs1696	2	196	0.076
rs1697	2	197	0.072
rs1698	2	198	1.569
rs1699	2	199	0.116
rs1700	2	200	0.56
rs1701	2	201	0.821
rs1702	2	202	1.005
rs1703	2	203	0.147
rs1704	2	204	0.34
rs1705	2	205	0.398
rs1706	2	206	0.21
rs1707	2	207	0.876
rs1708	2	208	1.093
rs1709	2	209	0.178
rs1710	2	210	0.1
rs1711	2	211	0.427
rs1712	2	212	0.097
rs1713	2	213	0.091
rs1714	2	214	0.063
rs1715	2	215	0.373
rs1716	2	216	1.018
rs1717	2	217	0.054
rs1718	2	218	0.539
rs1719	2	219	0.515
rs1720	2	220	0.088
rs1721	2	221	0.231
rs1722	2	222	0.178
rs1723	2	223	0.19
rs1724	2	224	0.641
rs1725	2	225	0.214
rs1726	2	226	0.313
rs1727	2	227	0.236
rs1728	2	228	0.09
rs1729	2	229	0.305
rs1730	2	230	1.086
rs1731	2	231	0.333
rs1732	2	232	0.223
rs1733	2	233	0.039
rs1734	2	234	1.318
rs1735	2	235	0.087
rs1736	2	236	1.057
rs1737	2	237	0.567
rs1738	2	238	0.071
rs1739	2	239	0.036
rs1740	2	240	1.085
rs1741	2	241	0.253
rs1742	2	242	1.369
rs1743	2	243	0.583
rs1744	2	244	0.725
rs1745	2	245	0.246
rs1746	2	246	1.182
rs1747	2	247	0.358
rs1748	2	248	0.257
rs1749	2	249	0.267
rs1750	2	250	0.594
rs1751	2	251	0.782
rs1752	2	252	0.137
rs1753	2	253	0.685
rs1754	2	254	0.231
rs1755	2	255	0.039
rs1756	2	256	0.684
rs1757	2	257	0.079
rs1758	2	258	0.51
rs1759	2	259	0.724
rs1760	2	260	0.284
rs1761	2	261	0.735
rs1762	2	262	0.649
rs1763	2	263	0.018
rs1764	2	264	0.714
rs1765	2	265	0.012
rs1766	2	266	0.031
rs1767	2	267	0.66
rs1768	2	268	0.444
rs1769	2	269	1.015
rs1770	2	270	0.061
rs1771	2	271	0.001
rs1772	2	272	0.242
rs1773	2	273	0.228
rs1774	2	274	0.154
rs1775	2	275	0.241
rs1776	2	276	0.787
rs1777	2	277	0.275
rs1778	2	278	0.301
rs1779	2	279	0.036
rs1780	2	280	0.344
rs1781	2	281	0.372
rs1782	2	282	1.113
rs1783	2	283	0.032
rs1784	2	284	0.504
rs1785	2	285	0.384
rs1786	2	286	0.403
rs1787	2	287	0.159
rs1788	2	288	0.227
rs1789	2	289	0.821
rs1790	2	290	0.465
rs1791	2	291	0.245
rs1792	2	292	0.119
rs1793	2	293	0.053
rs1794	2	294	0.131
rs1795	2	295	0.361
rs1796	2	296	1.688
rs1797	2	297	0.045
rs1798	2	298	0.902
rs1799	2	299	0.001
rs1800	2	300	1.189
rs1801	2	301	0.082
rs1802	2	302	0.448
rs1803	2	303	0.395
rs1804	2	304	0.014
rs1805	2	305	0.268
rs1806	2	306	0.2
rs1807	2	307	0.478
rs1808	2	308	0.987
rs1809	2	309	0.006
rs1810	2	310	0.174
rs1811	2	311	2.811
rs1812	2	312	0.436
rs1813	2	313	0.273
rs1814	2	314	0.255
rs1815	2	315	0.264
rs1816	2	316	0.259
rs1817	2	317	0.233
rs1818	2	318	1.202
rs1819	2	319	1.224
rs1820	2	320	0.047
rs1821	2	321	0.232
rs1822	2	322	0.083
rs1823	2	323	0.24
rs1824	2	324	0.474
rs1825	2	325	0.047
rs1826	2	326	1.162
rs1827	2	327	0.155
rs1828	2	328	1.262
rs1829	2	329	0.061
rs1830	2	330	0.084
rs1831	2	331	0.771
rs1832	2	332	0.088
rs1833	2	333	0.346
rs1834	2	334	0.598
rs1835	2	335	0.239
rs1836	2	336	0.165
rs1837	2	337	0.216
rs1838	2	338	0.172
rs1839	2	339	0.612
rs1840	2	340	0.02
rs1841	2	341	0.031
rs1842	2	342	0.155
rs1843	2	343	0.568
rs1844	2	344	0.011
rs1845	2	345	1.273
rs1846	2	346	0.222
rs1847	2	347	0.182
rs1848	2	348	0.112
rs1849	2	349	0.126
rs1850	2	350	0.074
rs1851	2	351	0.082
rs1852	2	352	0.328
rs1853	2	353	0.764
rs1854	2	354	0.007
rs1855	2	355	0.395
rs1856	2	356	0.115
rs1857	2	357	1.036
rs1858	2	358	0.047
rs1859	2	359	0.096
rs1860	2	360	0.201
rs1861	2	361	0.196
rs1862	2	362	0.044
rs1863	2	363	0.086
rs1864	2	364	0.301
rs1865	2	365	0.137
rs1866	2	366	0.107
rs1867	2	367	0.565
rs1868	2	368	0.145
rs1869	2	369	0.243
rs1870	2	370	0.049
rs1871	2	371	1.55
rs1872	2	372	0.168
rs1873	2	373	0.159
rs1874	2	374	0.243
rs1875	2	375	0.078
rs1876	2	376	0.53
rs1877	2	377	0.719
rs1878	2	378	0.771
rs1879	2	379	1.786
rs1880	2	380	0.94
rs1881	2	381	1.194
rs1882	2	382	0.093
rs1883	2	383	0.876
rs1884	2	384	1.044
rs1885	2	385	0.049
rs1886	2	386	0.134
rs1887	2	387	0.299
rs1888	2	388	0.558
rs1889	2	389	0.966
rs1890	2	390	0.072
rs1891	2	391	0.148
rs1892	2	392	0.094
rs1893	2	393	1.838
rs1894	2	394	0.595
rs1895	2	395	0.395
rs1896	2	396	0.479
rs1897	2	397	0.061
rs1898	2	398	0.757
rs1899	2	399	0.436
rs1900	2	400	1.556
rs1901	2	401	0.043
rs1902	2	402	0.075
rs1903	2	403	0.016
rs1904	2	404	0.21
rs1905	2	405	0.915
rs1906	2	406	0.033
rs1907	2	407	0.904
rs1908	2	408	0.254
rs1909	2	409	0.744
rs1910	2	410	0.005
rs1911	2	411	0.153
rs1912	2	412	0.593
rs1913	2	413	0.097
rs1914	2	414	0.426
rs1915	2	415	0.052
rs1916	2	416	0.864
rs1917	2	417	0.044
rs1918	2	418	0.044
rs1919	2	419	0.066
rs1920	2	420	0.274
rs1921	2	421	0.082
rs1922	2	422	0.029
rs1923	2	423	0.248
rs1924	2	424	0.403
rs1925	2	425	0.727
rs1926	2	426	0.053
rs1927	2	427	0.631
rs1928	2	428	0.024
rs1929	2	429	0.181
rs1930	2	430	0.797
rs1931	2	431	0.02
rs1932	2	432	0.808
rs1933	2	433	0.019
rs1934	2	434	0.185
rs1935	2	435	1.567
rs1936	2	436	0.373
rs1937	2	437	0.694
rs1938	2	438	0.207
rs1939	2	439	0.035
rs1940	2	440	0.238
rs1941	2	441	0.842
rs1942	2	442	0.437
rs1943	2	443	1.273
rs1944	2	444	0.937
rs1945	2	445	0.139
rs1946	2	446	0.774
rs1947	2	447	0.018
rs1948	2	448	1.218
rs1949	2	449	0.011
rs1950	2	450	0.307
rs1951	2	451	0.153
rs1952	2	452	0.14
rs1953	2	453	0.116
rs1954	2	454	0.055
rs1955	2	455	0.147
rs1956	2	456	0.61
rs1957	2	457	0.307
rs1958	2	458	0.12
rs1959	2	459	3.427
rs1960	2	460	1.076
rs1961	2	461	0.109
rs1962	2	462	0.532
rs1963	2	463	0.458
rs1964	2	464	0.187
rs1965	2	465	0.073
rs1966	2	466	1.16
rs1967	2	467	0.576
rs1968	2	468	0.148
rs1969	2	469	1.291
rs1970	2	470	0.474
rs1971	2	471	0.048
rs1972	2	472	0.642
rs1973	2	473	0.242
rs1974	2	474	0.718
rs1975	2	475	0
rs1976	2	476	0.299
rs1977	2	477	0.086
rs1978	2	478	0.195
rs1979	2	479	0.069
rs1980	2	480	0.162
rs1981	2	481	0.109
rs1982	2	482	0.833
rs1983	2	483	0.563
rs1984	2	484	0.584
rs1985	2	485	0.449
rs1986	2	486	0.583
rs1987	2	487	0.067
rs1988	2	488	0.133
rs1989	2	489	0.068
rs1990	2	490	0.134
rs1991	2	491	0.142
rs1992	2	492	0.007
rs1993	2	493	0.79
rs1994	2	494	0.115
rs1995	2	495	0.02
rs1996	2	496	0.575
rs1997	2	497	1.066
rs1998	2	498	0.64
rs1999	2	499	0.478
rs2000	2	500	0.021
rs2001	2	501	0.004
rs2002	2	502	0.358
rs2003	2	503	0.154
rs2004	2	504	0.051
rs2005	2	505	0.078
rs2006	2	506	0.134
rs2007	2	507	0.189
rs2008	2	508	0.074
rs2009	2	509	0.796
rs2010	2	510	0.439
rs2011	2	511	0.56
rs2012	2	512	0.903
rs2013	2	513	0.247
rs2014	2	514	0.171
rs2015	2	515	2.768
rs2016	2	516	0.096
rs2017	2	517	0.702
rs2018	2	518	0.176
rs2019	2	519	0.103
rs2020	2	520	0.021
rs2021	2	521	0.417
rs2022	2	522	0.278
rs2023	2	523	0.41
rs2024	2	524	0.88
rs2025	2	525	0.092
rs2026	2	526	0.163
rs2027	2	527	0.532
rs2028	2	528	0.376
rs2029	2	529	0.133
rs2030	2	530	0.07
rs2031	2	531	1.11
rs2032	2	532	0.546
rs2033	2	533	0.959
rs2034	2	534	0.653
rs2035	2	535	1.327
rs2036	2	536	1.215
rs2037	2	537	0.272
rs2038	2	538	1.007
rs2039	2	539	0.378
rs2040	2	540	0.918
rs2041	2	541	0.033
rs2042	2	542	2.016
rs2043	2	543	0.315
rs2044	2	544	0.12
rs2045	2	545	0.039
rs2046	2	546	0.109
rs2047	2	547	0.011
rs2048	2	548	0.79
rs2049	2	549	0.506
rs2050	2	550	0.356
rs2051	2	551	0.186
rs2052	2	552	0.16
rs2053	2	553	0.7
rs2054	2	554	0.097
rs2055	2	555	0.113
rs2056	2	556	0.18
rs2057	2	557	0.853
rs2058	2	558	0.175
rs2059	2	559	0.817
rs2060	2	560	0.238
rs2061	2	561	0.212
rs2062	2	562	0.821
rs2063	2	563	0.27
rs2064	2	564	0.243
rs2065	2	565	0.219
rs2066	2	566	0.075
rs2067	2	567	0.277
rs2068	2	568	0.609
rs2069	2	569	0.525
rs2070	2	570	0.072
rs2071	2	571	0.348
rs2072	2	572	0.156
rs2073	2	573	0.023
rs2074	2	574	0.241
rs2075	2	575	0.307
rs2076	2	576	0.303
rs2077	2	577	1.028
rs2078	2	578	0.018
rs2079	2	579	0.7
rs2080	2	580	0.273
rs2081	2	581	0.868
rs2082	2	582	0.618
rs2083	2	583	0.735
rs2084	2	584	0.18
rs2085	2	585	0.984
rs2086	2	586	0.552
rs2087	2	587	2.364
rs2088	2	588	0.646
rs2089	2	589	0.125
rs2090	2	590	1.545
rs2091	2	591	0.127
rs2092	2	592	0.206
rs2093	2	593	0.396
rs2094	2	594	0.465
rs2095	2	595	0.629
rs2096	2	596	0.116
rs2097	2	597	0.681
rs2098	2	598	0.648
rs2099	2	599	0.183
rs2100	2	600	0.303
rs2101	2	601	0.229
rs2102	2	602	0.363
rs2103	2	603	0.178
rs2104	2	604	0.204
rs2105	2	605	0.299
rs2106	2	606	0.525
rs2107	2	607	0.135
rs2108	2	608	0.073
rs2109	2	609	0.175
rs2110	2	610	0.296
rs2111	2	611	0.147
rs2112	2	612	0.01
rs2113	2	613	0.161
rs2114	2	614	0.001
rs2115	2	615	0.021
rs2116	2	616	0.118
rs2117	2	617	0.836
rs2118	2	618	0.756
rs2119	2	619	0.029
rs2120	2	620	0.318
rs2121	2	621	0.432
rs2122	2	622	0.487
rs2123	2	623	0.324
rs2124	2	624	0.031
rs2125	2	625	0.273
rs2126	2	626	0.037
rs2127	2	627	0.485
rs2128	2	628	0.516
rs2129	2	629	2.273
rs2130	2	630	0.316
rs2131	2	631	0.423
rs2132	2	632	0.861
rs2133	2	633	0.286
rs2134	2	634	0.095
rs2135	2	635	1.385
rs2136	2	636	0.146
rs2137	2	637	0.149
rs2138	2	638	0.047
rs2139	2	639	0.56
rs2140	2	640	0.87
rs2141	2	641	0.033
rs2142	2	642	0.191
rs2143	2	643	0.218
rs2144	2	644	0.518
rs2145	2	645	0.667
rs2146	2	646	0.086
rs2147	2	647	0.246
rs2148	2	648	0.043
rs2149	2	649	0.22
rs2150	2	650	0.697
rs2151	2	651	0.086
rs2152	2	652	0.182
rs2153	2	653	0.358
rs2154	2	654	0.86
rs2155	2	655	1.677
rs2156	2	656	0.149
rs2157	2	657	1.013
rs2158	2	658	1.074
rs2159	2	659	0.708
rs2160	2	660	0.006
rs2161	2	661	0.177
rs2162	2	662	0.005
rs2163	2	663	0.411
rs2164	2	664	0.089
rs2165	2	665	0.569
rs2166	2	666	0.321
rs2167	2	667	0.7
rs2168	2	668	0.127
rs2169	2	669	0.25
rs2170	2	670	0.665
rs2171	2	671	0.704
rs2172	2	672	1.238
rs2173	2	673	0.461
rs2174	2	674	0.206
rs2175	2	675	0.76
rs2176	2	676	2.229
rs2177	2	677	1.083
rs2178	2	678	0.721
rs2179	2	679	0.08
rs2180	2	680	0.4
rs2181	2	681	1.027
rs2182	2	682	0.05
rs2183	2	683	0.276
rs2184	2	684	0.083
rs2185	2	685	0.545
rs2186	2	686	0.108
rs2187	2	687	0.838
rs2188	2	688	0.643
